"text","label","author","category","original_id"
"In Japan, watermelons are squared. It's easier to stack them that way.","fact","djtech.net","","8e9d9964ba9f8a7438a34ade2d948fae"
"In every episode of “Seinfeld” there is a Superman picture or reference somewhere.","fact","djtech.net","","b6a288fcf247974b6cc90026566f14cc"
"A crocodile cannot stick its tongue out.","fact","djtech.net","","f59ab7a208fbc7f407ca7ce31111c8c9"
"The Bible, the world's best-selling book, is also the world's most shoplifted book.","fact","djtech.net","","17e2f9c518ea5010b7b8aba0a90f39ca"
"California has issued 6 drivers licenses to people named ""Jesus Christ.""","fact","djtech.net","","cbed091a23a12cd140e7d0779271b5c6"
"Slugs have four noses.","fact","djtech.net","","6ec68dc37ec902c53203f13bb44e2ae2"
"Length of beard an average man would grow if he never shaved 27.5 feet","fact","djtech.net","","cd7a1bcac750a45f7b0dda09ec1e039a"
"In 10 minutes, a hurricane releases more energy than all of the world's nuclear weapons combined.","fact","djtech.net","","33d8965b8917861d4a3904254c05afe9"
"The average person's left hand does 56% of the typing.","fact","djtech.net","","7ce24c313b62534a5748b71a6ac1e7b3"
"A dime has 118 ridges around the edge. A quarter has 119.","fact","djtech.net","","49ca4fd3fe2bd3a40e9b1412f6ae9f70"
"One third of all cancers are sun related.","fact","djtech.net","","3639a3cf749725c9b903dc0e500be8cc"
"Bruce Lee was so fast that they had to slow the film down so you could see his moves.","fact","djtech.net","","f40b4fddc36259263de742ab401f6b9e"
"A shark can detect one part of blood in 100 million parts of water.","fact","djtech.net","","3a6b39763f4fec6e5c2091e3aef1cec8"
"Average life span of a major league baseball: 7 pitches.","fact","djtech.net","","a33fba0c1d1dc15d6d1aebb8e167957a"
"A full-loaded supertanker traveling at normal speed takes at least 20 minutes to stop.","fact","djtech.net","","fd6334f8e334eb61bb9605972c063364"
"Rape is reported every six minutes in the U.S.","fact","djtech.net","","acf9334f185c62a7fd8d605af6cdcf9b"
"Like fingerprints, everyone's tongue print is different!","fact","djtech.net","","6edb5c2eb67ca5a7b00eedb270804dbf"
"In Raiders of the Lost Ark there is a wall carving of R2-D2 and C-3P0 behind the ark","fact","djtech.net","","07e493326cc1377d81d23f53d9842ba9"
"An ostrich’s eye is bigger than its brain.","fact","djtech.net","","a2a6f81683a84ce87d62979c965d712c"
"US Dollar bills are made out of cotton and linen.","fact","djtech.net","","c71e9007335ec2830ebbd888e3a74071"
"The Declaration of Independence was written on hemp (marijuana) paper.","fact","djtech.net","","48223cafdc64a765911caee15421af56"
"Every year 11,000 Americans injure themselves while trying out bizarre sexual positions.","fact","djtech.net","","3098a1f7bb4099336b4f0129ece235c8"
"Half the foods eaten throughout the world today were developed by farmers in the Andes Mountains (including potatoes, maize, sweet potatoes, squash, all varieties of beans, peanuts, manioc, papayas, strawberries, mulberries and many others).","fact","djtech.net","","501eb21934c84fa55b4cea047940bed1"
"In Bangladesh, kids as young as 15 can be jailed for cheating on their finals!","fact","djtech.net","","cde16cdf75768df10344af2769c28741"
"Barbie`s full name is Barbara Millicent Roberts.","fact","djtech.net","","c703acc60f7a3fe0b03cd27da0aa2860"
"For every 'normal' webpage, there are five porn pages.","fact","djtech.net","","5908383f39acfee7c00998a891771424"
"Dr. Jack Kevorkian first patient has Alzheimer`s disease.","fact","djtech.net","","1c2d339c013ee32eaa9f88901fc4ead6"
"In most advertisements, including newspapers, the time displayed on a watch is 10:10.","fact","djtech.net","","2d3e21d5f5f8f02a0cc43c82944311ef"
"Owls are one of the only birds who can see the color blue!","fact","djtech.net","","b66fa82abb85ce8bff8e269216dd3079"
"The volume of the earth's moon is the same as the volume of the Pacific Ocean.","fact","djtech.net","","054e3a907853db746693c1670ae51189"
"You're born with 300 bones, but by the time you become an adult, you only have 206.","fact","djtech.net","","7659636345278300c6a37df4ccce99f9"
"The Philippines has about 7,100 islands, of which only about 460 are more than 1 square mile in area.","fact","djtech.net","","d67ba6c0834b20918b2be37c9ebd6755"
"Dentists have recommended that a toothbrush be kept at least 6 feet away from a toilet to avoid airborne particles resulting from the flush.","fact","djtech.net","","f91324a0ee29f683819108accdf1adb5"
"Donald Duck comics were banned from Finland because he doesn`t wear pants!","fact","djtech.net","","a313d6861427c089d43b14ea32472e1f"
"14% of Americans have skinny-dipped with a member of the opposite sex at least once.","fact","djtech.net","","b4917f4b7ccaac7013cbeb6367ae267c"
"Thirty-five percent of the people who use personal ads for dating are already married.","fact","djtech.net","","1d588773d32a7ae1f0a37536d1612e27"
"Men can read smaller print than women; women can hear better.","fact","djtech.net","","8cde127b92424ff4681cf06fdcab490f"
"Ten percent of the Russian government`s income comes from the sale of vodka.","fact","djtech.net","","d9b7be8833e8c7543cb2308289217a12"
"Former basketball superstar Michael Jordan is the most recognized face in the world, more than the pope himself.","fact","djtech.net","","ec36d7884a85ddbf09c49da9fd299660"
"Intelligent people have more zinc and copper in their hair.","fact","djtech.net","","2dcf6a99cfdeedc526fa31128043c547"
"A crocodiles tongue is attached to the roof of its mouth.","fact","djtech.net","","0d699b8f4cce5e199befa01409339bd2"
"If one places a tiny amount of liquor on a scorpion, it will instantly go mad and sting itself to death.","fact","djtech.net","","6a0c05a68e09a99b9f6860ac1e92a7fe"
"About 55% of all movies are rated R.","fact","djtech.net","","8caa080ae575cb0bb1e9581752a67a87"
"The first female guest host of ""Saturday Night Live"" was Candace Bergen.","fact","djtech.net","","2265b7afcb5cd66992329752221e8018"
"During the chariot scene in ""Ben Hur,"" a small red car can be seen in the distance.","fact","djtech.net","","0d668df68c69c0e7867956b0724eb6d4"
"No matter where you stand in Michigan, you are never more than 85 miles from a Great Lake.","fact","djtech.net","","2d25921e5d32bcfbed8a69f90feb5757"
"Only female mosquitoes bite.","fact","djtech.net","","e8f34741a691cf0764fb4b574713514d"
"The average person falls asleep in seven minutes.","fact","djtech.net","","30832805c1428046fcfca96b5ee08fba"
"There are 41,806 different spoken languages in the world today.","fact","djtech.net","","a95a522b3133ed14d87a54dc0142c17a"
"American Airlines saved $40,000 in 1987 by taking out an olive from First Class salads.","fact","djtech.net","","a6eb4662c86eb5bf2336170ca2f7c396"
"the bird is the word","fact","A fat guy","","97765a61f9b3173ffe7b576ae9b8c784"
"Americans travel 1,144,721,000 miles by air every day","fact","djtech.net","","11ad629e519c839723f39383e1f39eba"
"Your stomach has to produce a new layer of mucus every two weeks or it will digest itself.","fact","djtech.net","","af75d2ae2ae65cbba3c031d0fdb3a887"
"The first McDonald's restaurant in Canada was in Richmond, British Columbia.","fact","djtech.net","","34585afabe921d32db20618b230d10ca"
"Maine is the only state whose name is just one syllable.","fact","djtech.net","","bab30e8879f6c47780007d4680c9b5b3"
"The only capital letter in the Roman alphabet with exactly one end point is P.","fact","djtech.net","","93299048dd82ab6cea599b41867a410f"
"Nepal is the only country that doesn’t have a rectangular flag.","fact","djtech.net","","adaf97a0c44d421f2901d8bb993cc1d1"
"Bees have 5 eyes. There are 3 small eyes on the top of a bee`s head and 2 larger ones in front.","fact","djtech.net","","11b0eadade087981a08e804994b1a503"
"California consumes more bottled water than any other product.","fact","djtech.net","","b2e904567aa6ed794879fae188476331"
"Bats always turn left when exiting a cave","fact","djtech.net","","298449d7bcaefd5df6cfac1a27cd5f6f"
"Caesar salad has nothing to do with any of the Caesars. It was first concocted in a bar in Tijuana, Mexico, in the 1920`s.","fact","djtech.net","","c2e9454232719d4d9ccff379fc11700c"
"A chameleon's tongue is twice the length of its body.","fact","djtech.net","","a890013ba3e5f10749591657bfb5c04a"
"Blondes have more hair than dark-haired people do.","fact","djtech.net","","096c4b8d87fa0189175e569d42494a61"
"Beethoven dipped his head in cold water before he composed.","fact","djtech.net","","2a269b7cc4e23785471604f9f8b9cc2c"
"The dot over the letter `i` is called a tittle.","fact","djtech.net","","3b99d35171dc8fc7abbc1891aab4d6cb"
"Negative emotions such as anxiety and depression can weaken your immune system.","fact","djtech.net","","d2b385bc51ad00019355b8f19a2827ca"
"Gabriel, Michael, and Lucifer are the only angels named in the Bible.","fact","djtech.net","","f926bc7d040a90a859df15de2fabb0c8"
"The country code for Russia is ""007"".","fact","djtech.net","","9930af0979d0b01ffa1311000e6cf29c"
"Sharon Stone was the first Star Search spokes model.","fact","djtech.net","","5b798a8582f548169d213c0901ca1d7f"
"There are 336 dimples on a regulation golf ball.","fact","djtech.net","","cdafdee552b6299356c37a296f9c9eb3"
"CBS` ""60 Minutes"" is the only TV show without a theme song/music.","fact","djtech.net","","4aa089d018797ea2511bcaac7585c2a9"
"The average person will accidentally eat just under a pound of insects every year.","fact","djtech.net","","a9210ac834930eee7c77da12108fd0db"
"On the ground, a group of geese is a gaggle, in the sky it is a skein.","fact","djtech.net","","8293ba34f0a8fe8d2fce78b32dea4c54"
"Months that begin on a Sunday will always have a ""Friday the 13th.""","fact","djtech.net","","8d64c4c3122a31c9f93dc2ae267f8b66"
"Pamela Anderson Lee is Canada`s Centennial Baby, being the first baby born on the centennial anniversary of Canada`s independence.","fact","djtech.net","","31a74a666f22183339ec452d0e93c837"
"The male gypsy moth can ""smell"" the virgin female gypsy moth from 1.8 miles away.","fact","djtech.net","","5e79cf09f9b4ac4a1ebfc30b9a5560be"
"The 57 on Heinz ketchup bottles represents the number of varieties of pickles the company once had.","fact","djtech.net","","c5b97f26c6591183d479c4bc6c6dcfde"
"Elephants are the only animals that can`t jump.","fact","djtech.net","","cc27c65815a29011a1cdb27b28ae03a2"
"The first streetlights in America were installed in Philadelphia around 1757.","fact","djtech.net","","84df07eb5dff69913c42b8bf60f241aa"
"Hedenophobic means fear of pleasure.","fact","djtech.net","","b3cf05a7d9824c225a1c494ca406193a"
"Napoleon`s penis was sold to an American Urologist for $40,000.","fact","djtech.net","","3dbc34395076951bee62e948aec687eb"
"Dr. Seuss pronounced his name “soyce”.","fact","djtech.net","","58795b8b6162a63cfb493d7121dc954d"
"The toothbrush was invented in China in 1498.","fact","djtech.net","","2d78210bdf3e7b866229a4129ffc1c54"
"A jellyfish is 95 percent water!","fact","djtech.net","","94e134afb46c3b640d60c33369258990"
"The only real person to be a PEZ head was Betsy Ross.","fact","djtech.net","","4a6036e5aceb3132faf436c1ae0831ed"
"India has a Bill of Rights for cows.","fact","djtech.net","","055e17e83da4adcf2a9c8328b7dde586"
"If you went out into space, you would explode before you suffocated because there`s no air pressure.","fact","djtech.net","","577f032ea57e1c32762865f1c0db1079"
"Warren Beatty and Shirley McLaine are brother and sister.","fact","djtech.net","","5e8dbef244e758234828bd213b02050a"
"The crack of a whip is actually a tiny sonic boom, since the tip breaks the sound barrier.","fact","djtech.net","","b8187d1d5676c6bab434de683bf2f170"
"Valentine Tapley from Pike County, Missouri  grew chin whiskers attaining a length of twelve feet six inches from 1860 until his death 1910, protesting Abraham Lincoln`s election to the presidency.","fact","djtech.net","","fa2302a76f62a7a8a6905df8208fb55c"
"The amount of computer Memory required to run WordPerfect for Win95 is 8 times the amount needed aboard the space shuttle.","fact","djtech.net","","2889d8e54be016bfa5961c7cc0dad6c0"
"Table tennis balls have been known to travel off the paddle at speeds up to 160 km/hr.","fact","djtech.net","","546053dce6fcd90e24c902f491302641"
"Cats urine glows under a black light.","fact","djtech.net","","edd60acdcadb294cb792b84adb8fec58"
"Bullet proof vests, fire escapes, windshield wipers, and laser printers were all invented by women","fact","djtech.net","","e060ed19ea96b1710bebe63af4676a07"
"Maine is the only state (in USA) whose name is just one syllable.","fact","djtech.net","","2ba250679ac8daeaae030228394e2a51"
"On average, 12 newborns will be given to the wrong parents daily.","fact","djtech.net","","bab733d57a50b575600048330c59867d"
"The cheetah is the only cat that can't retract its claws.","fact","djtech.net","","66cc4a3f357904ac7c76b504f6308bac"
"Nutmeg is extremely poisonous if injected intravenously.","fact","djtech.net","","aae20a02ea287829a83e9137d568d8aa"
"Donkeys kill more people than plane crashes.","fact","djtech.net","","4456ba06b07a85862255790e744eb9ce"
"The past-tense of the English word “dare” is “durst”","fact","djtech.net","","6e82fbc8b8e5c212f0b607d5d9afaa21"
"Every US president has worn glasses (just not always in public).","fact","djtech.net","","64bab57a4edd20d214575c69d8ee9a39"
"Samuel Clemens (Mark Twain) was born on and died on days when Halley’s Comet can be seen.","fact","djtech.net","","c33b6525c959ec88fefde22eb72091b5"
"In every episode of Seinfeld there is a Superman somewhere.","fact","djtech.net","","3281767f77eec4f7babc92abbd2464b4"
"Humans are the only primates that don`t have pigment in the palms of their hands.","fact","djtech.net","","07050fe4ff52a051e172635fe805a65c"
"The Olympic was the sister ship of the Titanic, and she provided twenty-five years of service.","fact","djtech.net","","716f179551fa9a14981ee1636edfec17"
"Iceland consumes more Coca-Cola per capita than any other nation.","fact","djtech.net","","ef876a42f8ccf5329e1bdca3f210095e"
"The symbol on the ""pound"" key (#) is called an octothorpe..","fact","djtech.net","","cf5c120b33a1c96d981bd8b21339ffa4"
"When sharks take a bite, their eyes roll back and their teeth jut out.","fact","djtech.net","","2045e400deec6d91895174de3cb5b279"
